"","Year","Country","Energy type","Generation (TWh)"
"4959",2009,"Netherlands","Solar",0.0448999999999999
"4960",2009,"Netherlands","Bioenergy",6.11149299999999
"4961",2009,"Netherlands","Other renewables",0
"4962",2009,"Netherlands","Production",113.559499
"4963",2009,"Netherlands","Net imports",4.891
"4964",2009,"Netherlands","Demand",118.450499
"4965",2009,"Poland","Fossil",142.407662999999
"4966",2009,"Poland","Coal",133.388
"4967",2009,"Poland","Hard Coal",83.154
"4968",2009,"Poland","Lignite",50.234
"4969",2009,"Poland","Gas",4.787
"4970",2009,"Poland","Other fossil",4.232663
"4971",2009,"Poland","Nuclear",0
"4972",2009,"Poland","Renewables",8.678729
"4973",2009,"Poland","Hydro",2.37513099999999
"4974",2009,"Poland","Wind and solar",1.077278
"4975",2009,"Poland","Wind",1.077278
"4976",2009,"Poland","Solar",0
"4977",2009,"Poland","Bioenergy",5.22632
"4978",2009,"Poland","Other renewables",0
"4979",2009,"Poland","Production",151.086392
"4980",2009,"Poland","Net imports",-2.191
"4981",2009,"Poland","Demand",148.895392
"4982",2009,"Portugal","Fossil",31.19109
"4983",2009,"Portugal","Coal",12.896
"4984",2009,"Portugal","Hard Coal",12.896
"4985",2009,"Portugal","Lignite",0
"4986",2009,"Portugal","Gas",14.712
"4987",2009,"Portugal","Other fossil",3.58309
"4988",2009,"Portugal","Nuclear",0
"4989",2009,"Portugal","Renewables",18.290958
"4990",2009,"Portugal","Hydro",8.284267
"4991",2009,"Portugal","Wind and solar",7.736963
"4992",2009,"Portugal","Wind",7.576963
"4993",2009,"Portugal","Solar",0.16
"4994",2009,"Portugal","Bioenergy",2.085791
"4995",2009,"Portugal","Other renewables",0.183937
"4996",2009,"Portugal","Production",49.482048
"4997",2009,"Portugal","Net imports",4.776
"4998",2009,"Portugal","Demand",54.258048
"4999",2009,"Romania","Fossil",30.436
"5000",2009,"Romania","Coal",21.7479999999999
"5001",2009,"Romania","Hard Coal",0.694
"5002",2009,"Romania","Lignite",21.054
"5003",2009,"Romania","Gas",7.632
"5004",2009,"Romania","Other fossil",1.056
"5005",2009,"Romania","Nuclear",11.752
"5006",2009,"Romania","Renewables",15.553149
"5007",2009,"Romania","Hydro",15.533516
"5008",2009,"Romania","Wind and solar",0.009094
"5009",2009,"Romania","Wind",0.009069
"5010",2009,"Romania","Solar",2.5e-05
"5011",2009,"Romania","Bioenergy",0.010539
"5012",2009,"Romania","Other renewables",0
"5013",2009,"Romania","Production",57.741149
"5014",2009,"Romania","Net imports",-2.295
"5015",2009,"Romania","Demand",55.446149
"5016",2009,"Slovakia","Fossil",6.888
"5017",2009,"Slovakia","Coal",3.855
"5018",2009,"Slovakia","Hard Coal",1.646
"5019",2009,"Slovakia","Lignite",2.209
"5020",2009,"Slovakia","Gas",1.97
"5021",2009,"Slovakia","Other fossil",1.063
"5022",2009,"Slovakia","Nuclear",14.081
"5023",2009,"Slovakia","Renewables",4.910561
"5024",2009,"Slovakia","Hydro",4.367561
"5025",2009,"Slovakia","Wind and solar",0.006
"5026",2009,"Slovakia","Wind",0.006
"5027",2009,"Slovakia","Solar",0
"5028",2009,"Slovakia","Bioenergy",0.537
"5029",2009,"Slovakia","Other renewables",0
"5030",2009,"Slovakia","Production",25.879561
"5031",2009,"Slovakia","Net imports",1.31199999999999
"5032",2009,"Slovakia","Demand",27.191561
"5033",2009,"Slovenia","Fossil",5.757344
"5034",2009,"Slovenia","Coal",5.132
"5035",2009,"Slovenia","Hard Coal",0.421
"5036",2009,"Slovenia","Lignite",4.711
"5037",2009,"Slovenia","Gas",0.593
"5038",2009,"Slovenia","Other fossil",0.032344
"5039",2009,"Slovenia","Nuclear",5.739
"5040",2009,"Slovenia","Renewables",4.906835
"5041",2009,"Slovenia","Hydro",4.714589
"5042",2009,"Slovenia","Wind and solar",0.003974
"5043",2009,"Slovenia","Wind",0
"5044",2009,"Slovenia","Solar",0.003974
"5045",2009,"Slovenia","Bioenergy",0.188272
"5046",2009,"Slovenia","Other renewables",0
"5047",2009,"Slovenia","Production",16.403179
"5048",2009,"Slovenia","Net imports",-3.059
"5049",2009,"Slovenia","Demand",13.344179
"5050",2009,"Spain","Fossil",164.686999999999
"5051",2009,"Spain","Coal",35.91
"5052",2009,"Spain","Hard Coal",35.91
"5053",2009,"Spain","Lignite",0
"5054",2009,"Spain","Gas",107.746
"5055",2009,"Spain","Other fossil",21.031
"5056",2009,"Spain","Nuclear",52.761
"5057",2009,"Spain","Renewables",74.08
"5058",2009,"Spain","Hydro",26.4109999999999
"5059",2009,"Spain","Wind and solar",44.181
"5060",2009,"Spain","Wind",38.117
"5061",2009,"Spain","Solar",6.064
"5062",2009,"Spain","Bioenergy",3.488
"5063",2009,"Spain","Other renewables",0
"5064",2009,"Spain","Production",291.527999999999
"5065",2009,"Spain","Net imports",-8.104
"5066",2009,"Spain","Demand",283.424
"5067",2009,"Sweden","Fossil",4.62559
"5068",2009,"Sweden","Coal",0.515
"5069",2009,"Sweden","Hard Coal",0.515
"5070",2009,"Sweden","Lignite",0
"5071",2009,"Sweden","Gas",1.563
"5072",2009,"Sweden","Other fossil",2.54759
"5073",2009,"Sweden","Nuclear",52.173
"5074",2009,"Sweden","Renewables",79.810094
"5075",2009,"Sweden","Hydro",65.851684
"5076",2009,"Sweden","Wind and solar",2.498
"5077",2009,"Sweden","Wind",2.491
"5078",2009,"Sweden","Solar",0.007
"5079",2009,"Sweden","Bioenergy",11.46041
"5080",2009,"Sweden","Other renewables",0
"5081",2009,"Sweden","Production",136.608684
"5082",2009,"Sweden","Net imports",4.685
"5083",2009,"Sweden","Demand",141.293684
"5084",2009,"United Kingdom","Fossil",278.727041
"5085",2009,"United Kingdom","Coal",103.037
"5086",2009,"United Kingdom","Hard Coal",103.037
"5087",2009,"United Kingdom","Lignite",0
"5088",2009,"United Kingdom","Gas",166.499
"5089",2009,"United Kingdom","Other fossil",9.19104099999999
"5090",2009,"United Kingdom","Nuclear",69.098
"5091",2009,"United Kingdom","Renewables",25.244836
"5092",2009,"United Kingdom","Hydro",5.227916
"5093",2009,"United Kingdom","Wind and solar",9.300972
"5094",2009,"United Kingdom","Wind",9.280972
"5095",2009,"United Kingdom","Solar",0.02
"5096",2009,"United Kingdom","Bioenergy",10.715323
"5097",2009,"United Kingdom","Other renewables",0.000625
"5098",2009,"United Kingdom","Production",373.069877
"5099",2009,"United Kingdom","Net imports",2.86099999999999
"5100",2009,"United Kingdom","Demand",375.930877
"5101",2010,"Austria","Fossil",22.916759
"5102",2010,"Austria","Coal",4.918428
"5103",2010,"Austria","Hard Coal",4.918428
"5104",2010,"Austria","Lignite",0
"5105",2010,"Austria","Gas",14.351188
"5106",2010,"Austria","Other fossil",3.647143
"5107",2010,"Austria","Nuclear",0
"5108",2010,"Austria","Renewables",44.9983369999999
"5109",2010,"Austria","Hydro",38.3634179999999
"5110",2010,"Austria","Wind and solar",2.152727
"5111",2010,"Austria","Wind",2.063914
"5112",2010,"Austria","Solar",0.088813
"5113",2010,"Austria","Bioenergy",4.48079399999999
"5114",2010,"Austria","Other renewables",0.001398
"5115",2010,"Austria","Production",67.9150959999999
"5116",2010,"Austria","Net imports",2.436623
"5117",2010,"Austria","Demand",70.351719
"5118",2010,"Belgium","Fossil",39.140548
"5119",2010,"Belgium","Coal",4.197
"5120",2010,"Belgium","Hard Coal",4.197
"5121",2010,"Belgium","Lignite",0
"5122",2010,"Belgium","Gas",31.42
"5123",2010,"Belgium","Other fossil",3.523548
"5124",2010,"Belgium","Nuclear",47.944
"5125",2010,"Belgium","Renewables",6.49442799999999
"5126",2010,"Belgium","Hydro",0.311999999999999
"5127",2010,"Belgium","Wind and solar",1.852
"5128",2010,"Belgium","Wind",1.292
"5129",2010,"Belgium","Solar",0.56
"5130",2010,"Belgium","Bioenergy",4.33042799999999
"5131",2010,"Belgium","Other renewables",0
"5132",2010,"Belgium","Production",93.578976
"5133",2010,"Belgium","Net imports",0.551
"5134",2010,"Belgium","Demand",94.129976
"5135",2010,"Bulgaria","Fossil",24.965568
"5136",2010,"Bulgaria","Coal",22.606
"5137",2010,"Bulgaria","Hard Coal",5.219
"5138",2010,"Bulgaria","Lignite",17.387
"5139",2010,"Bulgaria","Gas",1.966568
"5140",2010,"Bulgaria","Other fossil",0.393
"5141",2010,"Bulgaria","Nuclear",15.249
"5142",2010,"Bulgaria","Renewables",5.762814
"5143",2010,"Bulgaria","Hydro",5.031341
"5144",2010,"Bulgaria","Wind and solar",0.696233999999999
"5145",2010,"Bulgaria","Wind",0.681368999999999
"5146",2010,"Bulgaria","Solar",0.014865
"5147",2010,"Bulgaria","Bioenergy",0.035239
"5148",2010,"Bulgaria","Other renewables",0
"5149",2010,"Bulgaria","Production",45.977382
"5150",2010,"Bulgaria","Net imports",-8.446
"5151",2010,"Bulgaria","Demand",37.531382
"5152",2010,"Croatia","Fossil",5.498
"5153",2010,"Croatia","Coal",2.385
"5154",2010,"Croatia","Hard Coal",2.363
"5155",2010,"Croatia","Lignite",0.022
"5156",2010,"Croatia","Gas",2.553
"5157",2010,"Croatia","Other fossil",0.56
"5158",2010,"Croatia","Nuclear",0
"5159",2010,"Croatia","Renewables",9.29846
"5160",2010,"Croatia","Hydro",9.126203
"5161",2010,"Croatia","Wind and solar",0.13922
"5162",2010,"Croatia","Wind",0.1391
"5163",2010,"Croatia","Solar",0.00012
"5164",2010,"Croatia","Bioenergy",0.033037
"5165",2010,"Croatia","Other renewables",0
"5166",2010,"Croatia","Production",14.79646
"5167",2010,"Croatia","Net imports",3.968
"5168",2010,"Croatia","Demand",18.76446
"5169",2010,"Cyprus","Fossil",5.249
"5170",2010,"Cyprus","Coal",0
"5171",2010,"Cyprus","Hard Coal",0
"5172",2010,"Cyprus","Lignite",0
"5173",2010,"Cyprus","Gas",0
"5174",2010,"Cyprus","Other fossil",5.249
"5175",2010,"Cyprus","Nuclear",0
"5176",2010,"Cyprus","Renewables",0.073242
"5177",2010,"Cyprus","Hydro",0
"5178",2010,"Cyprus","Wind and solar",0.038118
"5179",2010,"Cyprus","Wind",0.0317249999999999
"5180",2010,"Cyprus","Solar",0.00639299999999999
"5181",2010,"Cyprus","Bioenergy",0.035124
"5182",2010,"Cyprus","Other renewables",0
"5183",2010,"Cyprus","Production",5.32224199999999
"5184",2010,"Cyprus","Net imports",0
"5185",2010,"Cyprus","Demand",5.32224199999999
"5186",2010,"Czech Republic","Fossil",51.327099
"5187",2010,"Czech Republic","Coal",46.9
"5188",2010,"Czech Republic","Hard Coal",6.06
"5189",2010,"Czech Republic","Lignite",40.84
"5190",2010,"Czech Republic","Gas",1.375
"5191",2010,"Czech Republic","Other fossil",3.052099
"5192",2010,"Czech Republic","Nuclear",27.998
"5193",2010,"Czech Republic","Renewables",5.903156
"5194",2010,"Czech Republic","Hydro",2.789474
"5195",2010,"Czech Republic","Wind and solar",0.951194999999999
"5196",2010,"Czech Republic","Wind",0.335492999999999
"5197",2010,"Czech Republic","Solar",0.615702
"5198",2010,"Czech Republic","Bioenergy",2.162487
"5199",2010,"Czech Republic","Other renewables",0
"5200",2010,"Czech Republic","Production",85.228255
"5201",2010,"Czech Republic","Net imports",-14.948
"5202",2010,"Czech Republic","Demand",70.280255
"5203",2010,"Denmark","Fossil",26.432918
"5204",2010,"Denmark","Coal",17.006
"5205",2010,"Denmark","Hard Coal",17.006
"5206",2010,"Denmark","Lignite",0
"5207",2010,"Denmark","Gas",7.908
"5208",2010,"Denmark","Other fossil",1.518918
"5209",2010,"Denmark","Nuclear",0
"5210",2010,"Denmark","Renewables",12.429178
"5211",2010,"Denmark","Hydro",0.020642
"5212",2010,"Denmark","Wind and solar",7.815449
"5213",2010,"Denmark","Wind",7.809422
"5214",2010,"Denmark","Solar",0.00602699999999999
"5215",2010,"Denmark","Bioenergy",4.593087
"5216",2010,"Denmark","Other renewables",0
"5217",2010,"Denmark","Production",38.862096
"5218",2010,"Denmark","Net imports",-1.13499999999999
"5219",2010,"Denmark","Demand",37.727096
"5220",2010,"Estonia","Fossil",11.92
"5221",2010,"Estonia","Coal",0
"5222",2010,"Estonia","Hard Coal",0
"5223",2010,"Estonia","Lignite",0
"5224",2010,"Estonia","Gas",0.303
"5225",2010,"Estonia","Other fossil",11.617
"5226",2010,"Estonia","Nuclear",0
"5227",2010,"Estonia","Renewables",1.043883
"5228",2010,"Estonia","Hydro",0.026881
"5229",2010,"Estonia","Wind and solar",0.276991999999999
"5230",2010,"Estonia","Wind",0.276991999999999
"5231",2010,"Estonia","Solar",0
"5232",2010,"Estonia","Bioenergy",0.74001
"5233",2010,"Estonia","Other renewables",0
"5234",2010,"Estonia","Production",12.963883
"5235",2010,"Estonia","Net imports",-3.254
"5236",2010,"Estonia","Demand",9.709883
"5237",2010,"EU-27","Fossil",1445.938785
"5238",2010,"EU-27","Coal",701.231144
"5239",2010,"EU-27","Hard Coal",385.303144
"5240",2010,"EU-27","Lignite",315.928
"5241",2010,"EU-27","Gas",588.46404
"5242",2010,"EU-27","Other fossil",156.243601
"5243",2010,"EU-27","Nuclear",854.514
"5244",2010,"EU-27","Renewables",653.92726
"5245",2010,"EU-27","Hydro",373.368775
"5246",2010,"EU-27","Wind and solar",163.090205
"5247",2010,"EU-27","Wind",139.895142
"5248",2010,"EU-27","Solar",23.1950629999999
"5249",2010,"EU-27","Bioenergy",111.417474
"5250",2010,"EU-27","Other renewables",6.050806
"5251",2010,"EU-27","Production",2954.380045
"5252",2010,"EU-27","Net imports",4.85439
"5253",2010,"EU-27","Demand",2959.234435
"5254",2010,"EU27+1","Fossil",1736.53683899999
"5255",2010,"EU27+1","Coal",808.825144
"5256",2010,"EU27+1","Hard Coal",492.897144
"5257",2010,"EU27+1","Lignite",315.928
"5258",2010,"EU27+1","Gas",764.11804
"5259",2010,"EU27+1","Other fossil",163.593655
"5260",2010,"EU27+1","Nuclear",916.654
"5261",2010,"EU27+1","Renewables",680.108651
"5262",2010,"EU27+1","Hydro",376.960105
"5263",2010,"EU27+1","Wind and solar",173.416122
"5264",2010,"EU27+1","Wind",150.180782
"5265",2010,"EU27+1","Solar",23.2353399999999
"5266",2010,"EU27+1","Bioenergy",123.679734
"5267",2010,"EU27+1","Other renewables",6.05269
"5268",2010,"EU27+1","Production",3333.29949
"5269",2010,"EU27+1","Net imports",7.51539
"5270",2010,"EU27+1","Demand",3340.81488
"5271",2010,"Finland","Fossil",33.367497
"5272",2010,"Finland","Coal",14.541
"5273",2010,"Finland","Hard Coal",14.541
"5274",2010,"Finland","Lignite",0
"5275",2010,"Finland","Gas",11.262
"5276",2010,"Finland","Other fossil",7.564497
"5277",2010,"Finland","Nuclear",22.8
"5278",2010,"Finland","Renewables",24.1952639999999
"5279",2010,"Finland","Hydro",12.921994
"5280",2010,"Finland","Wind and solar",0.299056
"5281",2010,"Finland","Wind",0.294317
"5282",2010,"Finland","Solar",0.004739
"5283",2010,"Finland","Bioenergy",10.974214
"5284",2010,"Finland","Other renewables",0
"5285",2010,"Finland","Production",80.362761
"5286",2010,"Finland","Net imports",10.501
"5287",2010,"Finland","Demand",90.863761
"5288",2010,"France","Fossil",57.624113
"5289",2010,"France","Coal",23.359
"5290",2010,"France","Hard Coal",23.359
"5291",2010,"France","Lignite",0
"5292",2010,"France","Gas",23.758
"5293",2010,"France","Other fossil",10.507113
"5294",2010,"France","Nuclear",428.521
"5295",2010,"France","Renewables",78.196004
"5296",2010,"France","Hydro",62.713617
"5297",2010,"France","Wind and solar",10.56499
"5298",2010,"France","Wind",9.94499
"5299",2010,"France","Solar",0.62
"5300",2010,"France","Bioenergy",4.441
"5301",2010,"France","Other renewables",0.476397
"5302",2010,"France","Production",564.341117
"5303",2010,"France","Net imports",-30.713
"5304",2010,"France","Demand",533.628117
"5305",2010,"Germany","Fossil",381
"5306",2010,"Germany","Coal",262.9
"5307",2010,"Germany","Hard Coal",117
"5308",2010,"Germany","Lignite",145.9
"5309",2010,"Germany","Gas",89.3
"5310",2010,"Germany","Other fossil",28.8
"5311",2010,"Germany","Nuclear",140.6
"5312",2010,"Germany","Renewables",105.2
"5313",2010,"Germany","Hydro",21
"5314",2010,"Germany","Wind and solar",50.3
"5315",2010,"Germany","Wind",38.6
"5316",2010,"Germany","Solar",11.7
"5317",2010,"Germany","Bioenergy",33.9
"5318",2010,"Germany","Other renewables",0
"5319",2010,"Germany","Production",626.8
"5320",2010,"Germany","Net imports",-15
"5321",2010,"Germany","Demand",611.8
"5322",2010,"Greece","Fossil",46.845
"5323",2010,"Greece","Coal",30.797
"5324",2010,"Greece","Hard Coal",0.431
"5325",2010,"Greece","Lignite",30.366
"5326",2010,"Greece","Gas",9.848
"5327",2010,"Greece","Other fossil",6.2
"5328",2010,"Greece","Nuclear",0
"5329",2010,"Greece","Renewables",10.521685
"5330",2010,"Greece","Hydro",7.46
"5331",2010,"Greece","Wind and solar",2.871685
"5332",2010,"Greece","Wind",2.713937
"5333",2010,"Greece","Solar",0.157748
"5334",2010,"Greece","Bioenergy",0.19
"5335",2010,"Greece","Other renewables",0
"5336",2010,"Greece","Production",57.366685
"5337",2010,"Greece","Net imports",5.70599999999999
"5338",2010,"Greece","Demand",63.072685
"5339",2010,"Hungary","Fossil",18.58966
"5340",2010,"Hungary","Coal",6.234
"5341",2010,"Hungary","Hard Coal",0.401
"5342",2010,"Hungary","Lignite",5.833
"5343",2010,"Hungary","Gas",11.598
"5344",2010,"Hungary","Other fossil",0.75766
"5345",2010,"Hungary","Nuclear",15.761
"5346",2010,"Hungary","Renewables",3.019485
"5347",2010,"Hungary","Hydro",0.188384
"5348",2010,"Hungary","Wind and solar",0.534642
"5349",2010,"Hungary","Wind",0.533792
"5350",2010,"Hungary","Solar",0.00085
"5351",2010,"Hungary","Bioenergy",2.296459
"5352",2010,"Hungary","Other renewables",0
"5353",2010,"Hungary","Production",37.370145
"5354",2010,"Hungary","Net imports",5.195
"5355",2010,"Hungary","Demand",42.565145
"5356",2010,"Ireland","Fossil",24.447612
"5357",2010,"Ireland","Coal",3.554716
"5358",2010,"Ireland","Hard Coal",3.554716
"5359",2010,"Ireland","Lignite",0
"5360",2010,"Ireland","Gas",18.113277
"5361",2010,"Ireland","Other fossil",2.779619
"5362",2010,"Ireland","Nuclear",0
"5363",2010,"Ireland","Renewables",3.728782
"5364",2010,"Ireland","Hydro",0.599231
"5365",2010,"Ireland","Wind and solar",2.815135
"5366",2010,"Ireland","Wind",2.814659
"5367",2010,"Ireland","Solar",0.000476
"5368",2010,"Ireland","Bioenergy",0.314416
"5369",2010,"Ireland","Other renewables",0
"5370",2010,"Ireland","Production",28.176394
"5371",2010,"Ireland","Net imports",0.470326
"5372",2010,"Ireland","Demand",28.64672
"5373",2010,"Italy","Fossil",220.931631
"5374",2010,"Italy","Coal",39.734
"5375",2010,"Italy","Hard Coal",39.734
"5376",2010,"Italy","Lignite",0
"5377",2010,"Italy","Gas",152.811
"5378",2010,"Italy","Other fossil",28.386631
"5379",2010,"Italy","Nuclear",0
"5380",2010,"Italy","Renewables",76.962957
"5381",2010,"Italy","Hydro",51.1167639999999
"5382",2010,"Italy","Wind and solar",11.031579
"5383",2010,"Italy","Wind",9.125918
"5384",2010,"Italy","Solar",1.90566099999999
"5385",2010,"Italy","Bioenergy",9.438698
"5386",2010,"Italy","Other renewables",5.375916
"5387",2010,"Italy","Production",297.894588
"5388",2010,"Italy","Net imports",44.16
"5389",2010,"Italy","Demand",342.054588
"5390",2010,"Latvia","Fossil",2.992
"5391",2010,"Latvia","Coal",0.002
"5392",2010,"Latvia","Hard Coal",0.002
"5393",2010,"Latvia","Lignite",0
"5394",2010,"Latvia","Gas",2.988
"5395",2010,"Latvia","Other fossil",0.002
"5396",2010,"Latvia","Nuclear",0
"5397",2010,"Latvia","Renewables",3.63466199999999
"5398",2010,"Latvia","Hydro",3.52050599999999
"5399",2010,"Latvia","Wind and solar",0.0490569999999999
"5400",2010,"Latvia","Wind",0.0490569999999999
"5401",2010,"Latvia","Solar",0
"5402",2010,"Latvia","Bioenergy",0.065099
"5403",2010,"Latvia","Other renewables",0
"5404",2010,"Latvia","Production",6.626662
"5405",2010,"Latvia","Net imports",0.872999999999999
"5406",2010,"Latvia","Demand",7.499662
"5407",2010,"Lithuania","Fossil",3.833
"5408",2010,"Lithuania","Coal",0
"5409",2010,"Lithuania","Hard Coal",0
"5410",2010,"Lithuania","Lignite",0
"5411",2010,"Lithuania","Gas",3.186
"5412",2010,"Lithuania","Other fossil",0.647
"5413",2010,"Lithuania","Nuclear",0
"5414",2010,"Lithuania","Renewables",0.910971999999999
"5415",2010,"Lithuania","Hydro",0.540192999999999
"5416",2010,"Lithuania","Wind and solar",0.223978
"5417",2010,"Lithuania","Wind",0.223978
"5418",2010,"Lithuania","Solar",0
"5419",2010,"Lithuania","Bioenergy",0.146801
"5420",2010,"Lithuania","Other renewables",0
"5421",2010,"Lithuania","Production",4.74397199999999
"5422",2010,"Lithuania","Net imports",5.98999999999999
"5423",2010,"Lithuania","Demand",10.733972
"5424",2010,"Luxembourg","Fossil",2.962916
"5425",2010,"Luxembourg","Coal",0
"5426",2010,"Luxembourg","Hard Coal",0
"5427",2010,"Luxembourg","Lignite",0
"5428",2010,"Luxembourg","Gas",2.916007
"5429",2010,"Luxembourg","Other fossil",0.046909
"5430",2010,"Luxembourg","Nuclear",0
"5431",2010,"Luxembourg","Renewables",0.268032
"5432",2010,"Luxembourg","Hydro",0.107661
"5433",2010,"Luxembourg","Wind and solar",0.076231
"5434",2010,"Luxembourg","Wind",0.055083
"5435",2010,"Luxembourg","Solar",0.021148
"5436",2010,"Luxembourg","Bioenergy",0.0841399999999999
"5437",2010,"Luxembourg","Other renewables",0
"5438",2010,"Luxembourg","Production",3.230948
"5439",2010,"Luxembourg","Net imports",4.063441
"5440",2010,"Luxembourg","Demand",7.294389
"5441",2010,"Malta","Fossil",2.113
"5442",2010,"Malta","Coal",0
"5443",2010,"Malta","Hard Coal",0
"5444",2010,"Malta","Lignite",0
"5445",2010,"Malta","Gas",0
"5446",2010,"Malta","Other fossil",2.113
"5447",2010,"Malta","Nuclear",0
"5448",2010,"Malta","Renewables",0.000679999999999999
"5449",2010,"Malta","Hydro",0
"5450",2010,"Malta","Wind and solar",0.000679999999999999
"5451",2010,"Malta","Wind",0
"5452",2010,"Malta","Solar",0.000679999999999999
"5453",2010,"Malta","Bioenergy",0
"5454",2010,"Malta","Other renewables",0
"5455",2010,"Malta","Production",2.11368
"5456",2010,"Malta","Net imports",0
"5457",2010,"Malta","Demand",2.11368
"5458",2010,"Netherlands","Fossil",103.949615
"5459",2010,"Netherlands","Coal",22.588
"5460",2010,"Netherlands","Hard Coal",22.588
"5461",2010,"Netherlands","Lignite",0
"5462",2010,"Netherlands","Gas",75.333
"5463",2010,"Netherlands","Other fossil",6.02861499999999
"5464",2010,"Netherlands","Nuclear",3.969
"5465",2010,"Netherlands","Renewables",11.196671
"5466",2010,"Netherlands","Hydro",0.105
"5467",2010,"Netherlands","Wind and solar",4.049009
"5468",2010,"Netherlands","Wind",3.993137
"5469",2010,"Netherlands","Solar",0.055872
"5470",2010,"Netherlands","Bioenergy",7.04266199999999
"5471",2010,"Netherlands","Other renewables",0
"5472",2010,"Netherlands","Production",119.115286
"5473",2010,"Netherlands","Net imports",2.775
"5474",2010,"Netherlands","Demand",121.890286
"5475",2010,"Poland","Fossil",146.118241
"5476",2010,"Poland","Coal",136.514
"5477",2010,"Poland","Hard Coal",87.863
"5478",2010,"Poland","Lignite",48.651
"5479",2010,"Poland","Gas",4.798
"5480",2010,"Poland","Other fossil",4.806241
"5481",2010,"Poland","Nuclear",0
"5482",2010,"Poland","Renewables",10.888771
"5483",2010,"Poland","Hydro",2.919942
"5484",2010,"Poland","Wind and solar",1.664339
"5485",2010,"Poland","Wind",1.664339
"5486",2010,"Poland","Solar",0
"5487",2010,"Poland","Bioenergy",6.30448999999999
"5488",2010,"Poland","Other renewables",0
"5489",2010,"Poland","Production",157.007012
"5490",2010,"Poland","Net imports",-1.354
"5491",2010,"Poland","Demand",155.653012
"5492",2010,"Portugal","Fossil",25.335162
"5493",2010,"Portugal","Coal",7.1
"5494",2010,"Portugal","Hard Coal",7.1
"5495",2010,"Portugal","Lignite",0
"5496",2010,"Portugal","Gas",14.9
"5497",2010,"Portugal","Other fossil",3.335162
"5498",2010,"Portugal","Nuclear",0
"5499",2010,"Portugal","Renewables",28.351583
"5500",2010,"Portugal","Hydro",16.147897
"5501",2010,"Portugal","Wind and solar",9.392902
"5502",2010,"Portugal","Wind",9.181572
"5503",2010,"Portugal","Solar",0.21133
"5504",2010,"Portugal","Bioenergy",2.613689
"5505",2010,"Portugal","Other renewables",0.197095
"5506",2010,"Portugal","Production",53.686745
"5507",2010,"Portugal","Net imports",2.623
"5508",2010,"Portugal","Demand",56.309745
"5509",2010,"Romania","Fossil",28.6959999999999
"5510",2010,"Romania","Coal",20.681
"5511",2010,"Romania","Hard Coal",0.757
"5512",2010,"Romania","Lignite",19.924
"5513",2010,"Romania","Gas",7.262
"5514",2010,"Romania","Other fossil",0.753
"5515",2010,"Romania","Nuclear",11.623
"5516",2010,"Romania","Renewables",20.299758
"5517",2010,"Romania","Hydro",19.882884
"5518",2010,"Romania","Wind and solar",0.306384
"5519",2010,"Romania","Wind",0.306348
"5520",2010,"Romania","Solar",3.59999999999999e-05
"5521",2010,"Romania","Bioenergy",0.110489999999999
"5522",2010,"Romania","Other renewables",0
"5523",2010,"Romania","Production",60.618758
"5524",2010,"Romania","Net imports",-2.274
"5525",2010,"Romania","Demand",58.344758
"5526",2010,"Slovakia","Fossil",6.91
"5527",2010,"Slovakia","Coal",3.57
"5528",2010,"Slovakia","Hard Coal",1.395
"5529",2010,"Slovakia","Lignite",2.175
"5530",2010,"Slovakia","Gas",2.206
"5531",2010,"Slovakia","Other fossil",1.134
"5532",2010,"Slovakia","Nuclear",14.574
"5533",2010,"Slovakia","Renewables",5.939942
"5534",2010,"Slovakia","Hydro",5.255
"5535",2010,"Slovakia","Wind and solar",0.0229419999999999
"5536",2010,"Slovakia","Wind",0.006
"5537",2010,"Slovakia","Solar",0.0169419999999999
"5538",2010,"Slovakia","Bioenergy",0.662
"5539",2010,"Slovakia","Other renewables",0
"5540",2010,"Slovakia","Production",27.423942
"5541",2010,"Slovakia","Net imports",1.04099999999999
"5542",2010,"Slovakia","Demand",28.464942
"5543",2010,"Slovenia","Fossil",5.848557
"5544",2010,"Slovenia","Coal",5.288
"5545",2010,"Slovenia","Hard Coal",0.458
"5546",2010,"Slovenia","Lignite",4.83
"5547",2010,"Slovenia","Gas",0.548
"5548",2010,"Slovenia","Other fossil",0.0125569999999999
"5549",2010,"Slovenia","Nuclear",5.657
"5550",2010,"Slovenia","Renewables",4.747693
"5551",2010,"Slovenia","Hydro",4.517955
"5552",2010,"Slovenia","Wind and solar",0.012861
"5553",2010,"Slovenia","Wind",0
"5554",2010,"Slovenia","Solar",0.012861
"5555",2010,"Slovenia","Bioenergy",0.216877
"5556",2010,"Slovenia","Other renewables",0
"5557",2010,"Slovenia","Production",16.25325
"5558",2010,"Slovenia","Net imports",-2.11999999999999
"5559",2010,"Slovenia","Demand",14.13325
"5560",2010,"Spain","Fossil",138.395
"5561",2010,"Spain","Coal",25.334
"5562",2010,"Spain","Hard Coal",25.334
"5563",2010,"Spain","Lignite",0
"5564",2010,"Spain","Gas",94.851
"5565",2010,"Spain","Other fossil",18.21
"5566",2010,"Spain","Nuclear",61.99
"5567",2010,"Spain","Renewables",97.7762
"5568",2010,"Spain","Hydro",42.304
"5569",2010,"Spain","Wind and solar",51.4572
"5570",2010,"Spain","Wind",44.271
"5571",2010,"Spain","Solar",7.18619999999999
"5572",2010,"Spain","Bioenergy",4.015
