"","Year","Country","Energy type","Generation (TWh)"
"2704",2005,"EU27+1","Fossil",1824.49942599999
"2705",2005,"EU27+1","Coal",943.576221
"2706",2005,"EU27+1","Hard Coal",599.659645
"2707",2005,"EU27+1","Lignite",343.916576
"2708",2005,"EU27+1","Gas",667.031663
"2709",2005,"EU27+1","Other fossil",213.891542
"2710",2005,"EU27+1","Nuclear",997.644
"2711",2005,"EU27+1","Renewables",461.828313
"2712",2005,"EU27+1","Hydro",313.234064
"2713",2005,"EU27+1","Wind and solar",72.609117
"2714",2005,"EU27+1","Wind",71.124254
"2715",2005,"EU27+1","Solar",1.484863
"2716",2005,"EU27+1","Bioenergy",70.106534
"2717",2005,"EU27+1","Other renewables",5.878598
"2718",2005,"EU27+1","Production",3283.971739
"2719",2005,"EU27+1","Net imports",11.741869
"2720",2005,"EU27+1","Demand",3295.713608
"2721",2005,"Finland","Fossil",23.595786
"2722",2005,"Finland","Coal",6.497
"2723",2005,"Finland","Hard Coal",6.497
"2724",2005,"Finland","Lignite",0
"2725",2005,"Finland","Gas",11.231
"2726",2005,"Finland","Other fossil",5.867786
"2727",2005,"Finland","Nuclear",23.271
"2728",2005,"Finland","Renewables",23.468789
"2729",2005,"Finland","Hydro",13.784
"2730",2005,"Finland","Wind and solar",0.172573
"2731",2005,"Finland","Wind",0.169942
"2732",2005,"Finland","Solar",0.00263099999999999
"2733",2005,"Finland","Bioenergy",9.512216
"2734",2005,"Finland","Other renewables",0
"2735",2005,"Finland","Production",70.335575
"2736",2005,"Finland","Net imports",17.015
"2737",2005,"Finland","Demand",87.350575
"2738",2005,"France","Fossil",63.356
"2739",2005,"France","Coal",27.515
"2740",2005,"France","Hard Coal",27.515
"2741",2005,"France","Lignite",0
"2742",2005,"France","Gas",23.069
"2743",2005,"France","Other fossil",12.772
"2744",2005,"France","Nuclear",451.529
"2745",2005,"France","Renewables",56.324843
"2746",2005,"France","Hydro",51.479877
"2747",2005,"France","Wind and solar",0.973071
"2748",2005,"France","Wind",0.96257
"2749",2005,"France","Solar",0.010501
"2750",2005,"France","Bioenergy",3.391
"2751",2005,"France","Other renewables",0.480894999999999
"2752",2005,"France","Production",571.209843
"2753",2005,"France","Net imports",-60.328
"2754",2005,"France","Demand",510.881843
"2755",2005,"Germany","Fossil",390
"2756",2005,"Germany","Coal",288.2
"2757",2005,"Germany","Hard Coal",134.1
"2758",2005,"Germany","Lignite",154.1
"2759",2005,"Germany","Gas",72.7
"2760",2005,"Germany","Other fossil",29.1
"2761",2005,"Germany","Nuclear",163
"2762",2005,"Germany","Renewables",63.5
"2763",2005,"Germany","Hydro",19.6
"2764",2005,"Germany","Wind and solar",29.2
"2765",2005,"Germany","Wind",27.9
"2766",2005,"Germany","Solar",1.3
"2767",2005,"Germany","Bioenergy",14.7
"2768",2005,"Germany","Other renewables",0
"2769",2005,"Germany","Production",616.5
"2770",2005,"Germany","Net imports",-8.5
"2771",2005,"Germany","Demand",608
"2772",2005,"Greece","Fossil",53.020716
"2773",2005,"Greece","Coal",35.543
"2774",2005,"Greece","Hard Coal",0
"2775",2005,"Greece","Lignite",35.543
"2776",2005,"Greece","Gas",8.171
"2777",2005,"Greece","Other fossil",9.306716
"2778",2005,"Greece","Nuclear",0
"2779",2005,"Greece","Renewables",6.40642199999999
"2780",2005,"Greece","Hydro",5.017497
"2781",2005,"Greece","Wind and solar",1.267405
"2782",2005,"Greece","Wind",1.266452
"2783",2005,"Greece","Solar",0.000953
"2784",2005,"Greece","Bioenergy",0.121519999999999
"2785",2005,"Greece","Other renewables",0
"2786",2005,"Greece","Production",59.427138
"2787",2005,"Greece","Net imports",3.77999999999999
"2788",2005,"Greece","Demand",63.207138
"2789",2005,"Hungary","Fossil",20.051667
"2790",2005,"Hungary","Coal",7.023
"2791",2005,"Hungary","Hard Coal",0.343
"2792",2005,"Hungary","Lignite",6.68
"2793",2005,"Hungary","Gas",12.379
"2794",2005,"Hungary","Other fossil",0.649667
"2795",2005,"Hungary","Nuclear",13.834
"2796",2005,"Hungary","Renewables",1.869608
"2797",2005,"Hungary","Hydro",0.202153
"2798",2005,"Hungary","Wind and solar",0.010095
"2799",2005,"Hungary","Wind",0.010095
"2800",2005,"Hungary","Solar",0
"2801",2005,"Hungary","Bioenergy",1.65736
"2802",2005,"Hungary","Other renewables",0
"2803",2005,"Hungary","Production",35.755275
"2804",2005,"Hungary","Net imports",6.227
"2805",2005,"Hungary","Demand",41.982275
"2806",2005,"Ireland","Fossil",23.753
"2807",2005,"Ireland","Coal",6.389
"2808",2005,"Ireland","Hard Coal",6.389
"2809",2005,"Ireland","Lignite",0
"2810",2005,"Ireland","Gas",11.575
"2811",2005,"Ireland","Other fossil",5.789
"2812",2005,"Ireland","Nuclear",0
"2813",2005,"Ireland","Renewables",1.873432
"2814",2005,"Ireland","Hydro",0.63126
"2815",2005,"Ireland","Wind and solar",1.11191
"2816",2005,"Ireland","Wind",1.11191
"2817",2005,"Ireland","Solar",0
"2818",2005,"Ireland","Bioenergy",0.130262
"2819",2005,"Ireland","Other renewables",0
"2820",2005,"Ireland","Production",25.626432
"2821",2005,"Ireland","Net imports",2.04415
"2822",2005,"Ireland","Demand",27.670582
"2823",2005,"Italy","Fossil",247.285482
"2824",2005,"Italy","Coal",43.606
"2825",2005,"Italy","Hard Coal",43.606
"2826",2005,"Italy","Lignite",0
"2827",2005,"Italy","Gas",149.327
"2828",2005,"Italy","Other fossil",54.3524819999999
"2829",2005,"Italy","Nuclear",0
"2830",2005,"Italy","Renewables",48.439944
"2831",2005,"Italy","Hydro",36.066733
"2832",2005,"Italy","Wind and solar",2.374399
"2833",2005,"Italy","Wind",2.343399
"2834",2005,"Italy","Solar",0.031
"2835",2005,"Italy","Bioenergy",4.674352
"2836",2005,"Italy","Other renewables",5.32446
"2837",2005,"Italy","Production",295.725425999999
"2838",2005,"Italy","Net imports",49.155
"2839",2005,"Italy","Demand",344.880426
"2840",2005,"Latvia","Fossil",1.492
"2841",2005,"Latvia","Coal",0
"2842",2005,"Latvia","Hard Coal",0
"2843",2005,"Latvia","Lignite",0
"2844",2005,"Latvia","Gas",1.486
"2845",2005,"Latvia","Other fossil",0.006
"2846",2005,"Latvia","Nuclear",0
"2847",2005,"Latvia","Renewables",3.413954
"2848",2005,"Latvia","Hydro",3.32528899999999
"2849",2005,"Latvia","Wind and solar",0.0468539999999999
"2850",2005,"Latvia","Wind",0.0468539999999999
"2851",2005,"Latvia","Solar",0
"2852",2005,"Latvia","Bioenergy",0.041811
"2853",2005,"Latvia","Other renewables",0
"2854",2005,"Latvia","Production",4.90595399999999
"2855",2005,"Latvia","Net imports",2.148
"2856",2005,"Latvia","Demand",7.053954
"2857",2005,"Lithuania","Fossil",3.418
"2858",2005,"Lithuania","Coal",0
"2859",2005,"Lithuania","Hard Coal",0
"2860",2005,"Lithuania","Lignite",0
"2861",2005,"Lithuania","Gas",3.017
"2862",2005,"Lithuania","Other fossil",0.401
"2863",2005,"Lithuania","Nuclear",10.337
"2864",2005,"Lithuania","Renewables",0.459185
"2865",2005,"Lithuania","Hydro",0.450751
"2866",2005,"Lithuania","Wind and solar",0.00177499999999999
"2867",2005,"Lithuania","Wind",0.00177499999999999
"2868",2005,"Lithuania","Solar",0
"2869",2005,"Lithuania","Bioenergy",0.00665899999999999
"2870",2005,"Lithuania","Other renewables",0
"2871",2005,"Lithuania","Production",14.214185
"2872",2005,"Lithuania","Net imports",-2.96599999999999
"2873",2005,"Lithuania","Demand",11.248185
"2874",2005,"Luxembourg","Fossil",3.135586
"2875",2005,"Luxembourg","Coal",0
"2876",2005,"Luxembourg","Hard Coal",0
"2877",2005,"Luxembourg","Lignite",0
"2878",2005,"Luxembourg","Gas",3.105927
"2879",2005,"Luxembourg","Other fossil",0.0296589999999999
"2880",2005,"Luxembourg","Nuclear",0
"2881",2005,"Luxembourg","Renewables",0.209050999999999
"2882",2005,"Luxembourg","Hydro",0.0929389999999998
"2883",2005,"Luxembourg","Wind and solar",0.069949
"2884",2005,"Luxembourg","Wind",0.052251
"2885",2005,"Luxembourg","Solar",0.017698
"2886",2005,"Luxembourg","Bioenergy",0.0461629999999999
"2887",2005,"Luxembourg","Other renewables",0
"2888",2005,"Luxembourg","Production",3.344637
"2889",2005,"Luxembourg","Net imports",3.26030199999999
"2890",2005,"Luxembourg","Demand",6.604939
"2891",2005,"Malta","Fossil",2.24
"2892",2005,"Malta","Coal",0
"2893",2005,"Malta","Hard Coal",0
"2894",2005,"Malta","Lignite",0
"2895",2005,"Malta","Gas",0
"2896",2005,"Malta","Other fossil",2.24
"2897",2005,"Malta","Nuclear",0
"2898",2005,"Malta","Renewables",0
"2899",2005,"Malta","Hydro",0
"2900",2005,"Malta","Wind and solar",0
"2901",2005,"Malta","Wind",0
"2902",2005,"Malta","Solar",0
"2903",2005,"Malta","Bioenergy",0
"2904",2005,"Malta","Other renewables",0
"2905",2005,"Malta","Production",2.24
"2906",2005,"Malta","Net imports",0
"2907",2005,"Malta","Demand",2.24
"2908",2005,"Netherlands","Fossil",88.2166039999999
"2909",2005,"Netherlands","Coal",23.5
"2910",2005,"Netherlands","Hard Coal",23.5
"2911",2005,"Netherlands","Lignite",0
"2912",2005,"Netherlands","Gas",57.599
"2913",2005,"Netherlands","Other fossil",7.11760399999999
"2914",2005,"Netherlands","Nuclear",3.997
"2915",2005,"Netherlands","Renewables",7.446935
"2916",2005,"Netherlands","Hydro",0.088
"2917",2005,"Netherlands","Wind and solar",2.102081
"2918",2005,"Netherlands","Wind",2.066655
"2919",2005,"Netherlands","Solar",0.035426
"2920",2005,"Netherlands","Bioenergy",5.256854
"2921",2005,"Netherlands","Other renewables",0
"2922",2005,"Netherlands","Production",99.660539
"2923",2005,"Netherlands","Net imports",18.293
"2924",2005,"Netherlands","Demand",117.953538999999
"2925",2005,"Poland","Fossil",151.2075
"2926",2005,"Poland","Coal",141.881
"2927",2005,"Poland","Hard Coal",87.123
"2928",2005,"Poland","Lignite",54.758
"2929",2005,"Poland","Gas",5.165
"2930",2005,"Poland","Other fossil",4.1615
"2931",2005,"Poland","Nuclear",0
"2932",2005,"Poland","Renewables",3.847482
"2933",2005,"Poland","Hydro",2.200885
"2934",2005,"Poland","Wind and solar",0.13547
"2935",2005,"Poland","Wind",0.13547
"2936",2005,"Poland","Solar",0
"2937",2005,"Poland","Bioenergy",1.51112699999999
"2938",2005,"Poland","Other renewables",0
"2939",2005,"Poland","Production",155.054982
"2940",2005,"Poland","Net imports",-11.186
"2941",2005,"Poland","Demand",143.868982
"2942",2005,"Portugal","Fossil",37.928036
"2943",2005,"Portugal","Coal",15.226
"2944",2005,"Portugal","Hard Coal",15.226
"2945",2005,"Portugal","Lignite",0
"2946",2005,"Portugal","Gas",13.608
"2947",2005,"Portugal","Other fossil",9.094036
"2948",2005,"Portugal","Nuclear",0
"2949",2005,"Portugal","Renewables",8.25853
"2950",2005,"Portugal","Hydro",4.730663
"2951",2005,"Portugal","Wind and solar",1.77626299999999
"2952",2005,"Portugal","Wind",1.77326299999999
"2953",2005,"Portugal","Solar",0.003
"2954",2005,"Portugal","Bioenergy",1.680693
"2955",2005,"Portugal","Other renewables",0.070911
"2956",2005,"Portugal","Production",46.186566
"2957",2005,"Portugal","Net imports",6.824
"2958",2005,"Portugal","Demand",53.010566
"2959",2005,"Romania","Fossil",33.645
"2960",2005,"Romania","Coal",21.916
"2961",2005,"Romania","Hard Coal",0.454
"2962",2005,"Romania","Lignite",21.462
"2963",2005,"Romania","Gas",9.612
"2964",2005,"Romania","Other fossil",2.117
"2965",2005,"Romania","Nuclear",5.555
"2966",2005,"Romania","Renewables",20.2130799999999
"2967",2005,"Romania","Hydro",20.206853
"2968",2005,"Romania","Wind and solar",0.000227
"2969",2005,"Romania","Wind",0.000227
"2970",2005,"Romania","Solar",0
"2971",2005,"Romania","Bioenergy",0.006
"2972",2005,"Romania","Other renewables",0
"2973",2005,"Romania","Production",59.41308
"2974",2005,"Romania","Net imports",-2.903
"2975",2005,"Romania","Demand",56.5100799999999
"2976",2005,"Slovakia","Fossil",8.929
"2977",2005,"Slovakia","Coal",5.535
"2978",2005,"Slovakia","Hard Coal",3.52
"2979",2005,"Slovakia","Lignite",2.015
"2980",2005,"Slovakia","Gas",2.184
"2981",2005,"Slovakia","Other fossil",1.21
"2982",2005,"Slovakia","Nuclear",17.727
"2983",2005,"Slovakia","Renewables",4.676
"2984",2005,"Slovakia","Hydro",4.638
"2985",2005,"Slovakia","Wind and solar",0.006
"2986",2005,"Slovakia","Wind",0.006
"2987",2005,"Slovakia","Solar",0
"2988",2005,"Slovakia","Bioenergy",0.032
"2989",2005,"Slovakia","Other renewables",0
"2990",2005,"Slovakia","Production",31.332
"2991",2005,"Slovakia","Net imports",-3.26499999999999
"2992",2005,"Slovakia","Demand",28.067
"2993",2005,"Slovenia","Fossil",5.657622
"2994",2005,"Slovenia","Coal",5.271
"2995",2005,"Slovenia","Hard Coal",0.519
"2996",2005,"Slovenia","Lignite",4.752
"2997",2005,"Slovenia","Gas",0.339
"2998",2005,"Slovenia","Other fossil",0.047622
"2999",2005,"Slovenia","Nuclear",5.884
"3000",2005,"Slovenia","Renewables",3.574723
"3001",2005,"Slovenia","Hydro",3.460965
"3002",2005,"Slovenia","Wind and solar",3.5e-05
"3003",2005,"Slovenia","Wind",0
"3004",2005,"Slovenia","Solar",3.5e-05
"3005",2005,"Slovenia","Bioenergy",0.113723
"3006",2005,"Slovenia","Other renewables",0
"3007",2005,"Slovenia","Production",15.116345
"3008",2005,"Slovenia","Net imports",-0.324999999999999
"3009",2005,"Slovenia","Demand",14.791345
"3010",2005,"Spain","Fossil",184.649183
"3011",2005,"Spain","Coal",79.053
"3012",2005,"Spain","Hard Coal",73.636
"3013",2005,"Spain","Lignite",5.417
"3014",2005,"Spain","Gas",79.011
"3015",2005,"Spain","Other fossil",26.585183
"3016",2005,"Spain","Nuclear",57.539
"3017",2005,"Spain","Renewables",42.269752
"3018",2005,"Spain","Hydro",18.392932
"3019",2005,"Spain","Wind and solar",21.223979
"3020",2005,"Spain","Wind",21.176
"3021",2005,"Spain","Solar",0.047979
"3022",2005,"Spain","Bioenergy",2.652841
"3023",2005,"Spain","Other renewables",0
"3024",2005,"Spain","Production",284.457935
"3025",2005,"Spain","Net imports",-1.343
"3026",2005,"Spain","Demand",283.114935
"3027",2005,"Sweden","Fossil",4.755326
"3028",2005,"Sweden","Coal",0.648
"3029",2005,"Sweden","Hard Coal",0.648
"3030",2005,"Sweden","Lignite",0
"3031",2005,"Sweden","Gas",0.597
"3032",2005,"Sweden","Other fossil",3.510326
"3033",2005,"Sweden","Nuclear",72.377
"3034",2005,"Sweden","Renewables",81.229937
"3035",2005,"Sweden","Hydro",72.803
"3036",2005,"Sweden","Wind and solar",0.937127
"3037",2005,"Sweden","Wind",0.935
"3038",2005,"Sweden","Solar",0.002127
"3039",2005,"Sweden","Bioenergy",7.48980999999999
"3040",2005,"Sweden","Other renewables",0
"3041",2005,"Sweden","Production",158.362263
"3042",2005,"Sweden","Net imports",-7.39199999999999
"3043",2005,"Sweden","Demand",150.970263
"3044",2005,"United Kingdom","Fossil",296.870056
"3045",2005,"United Kingdom","Coal",134.637
"3046",2005,"United Kingdom","Hard Coal",134.637
"3047",2005,"United Kingdom","Lignite",0
"3048",2005,"United Kingdom","Gas",152.64
"3049",2005,"United Kingdom","Other fossil",9.593056
"3050",2005,"United Kingdom","Nuclear",81.618
"3051",2005,"United Kingdom","Renewables",16.936687
"3052",2005,"United Kingdom","Hydro",4.921291
"3053",2005,"United Kingdom","Wind and solar",2.912067
"3054",2005,"United Kingdom","Wind",2.903892
"3055",2005,"United Kingdom","Solar",0.008175
"3056",2005,"United Kingdom","Bioenergy",9.103299
"3057",2005,"United Kingdom","Other renewables",2.99999999999999e-05
"3058",2005,"United Kingdom","Production",395.424743
"3059",2005,"United Kingdom","Net imports",8.321
"3060",2005,"United Kingdom","Demand",403.745743
"3061",2006,"Austria","Fossil",21.289058
"3062",2006,"Austria","Coal",7.042869
"3063",2006,"Austria","Hard Coal",6.391816
"3064",2006,"Austria","Lignite",0.651053
"3065",2006,"Austria","Gas",10.668192
"3066",2006,"Austria","Other fossil",3.577997
"3067",2006,"Austria","Nuclear",0
"3068",2006,"Austria","Renewables",40.668768
"3069",2006,"Austria","Hydro",35.656085
"3070",2006,"Austria","Wind and solar",1.77517999999999
"3071",2006,"Austria","Wind",1.75279299999999
"3072",2006,"Austria","Solar",0.022387
"3073",2006,"Austria","Bioenergy",3.234442
"3074",2006,"Austria","Other renewables",0.003061
"3075",2006,"Austria","Production",61.957826
"3076",2006,"Austria","Net imports",6.34442299999999
"3077",2006,"Austria","Demand",68.302249
"3078",2006,"Belgium","Fossil",34.494588
"3079",2006,"Belgium","Coal",6.848
"3080",2006,"Belgium","Hard Coal",6.848
"3081",2006,"Belgium","Lignite",0
"3082",2006,"Belgium","Gas",23.022
"3083",2006,"Belgium","Other fossil",4.624588
"3084",2006,"Belgium","Nuclear",46.645
"3085",2006,"Belgium","Renewables",2.952997
"3086",2006,"Belgium","Hydro",0.359336
"3087",2006,"Belgium","Wind and solar",0.367882
"3088",2006,"Belgium","Wind",0.366259
"3089",2006,"Belgium","Solar",0.001623
"3090",2006,"Belgium","Bioenergy",2.225779
"3091",2006,"Belgium","Other renewables",0
"3092",2006,"Belgium","Production",84.092585
"3093",2006,"Belgium","Net imports",10.157
"3094",2006,"Belgium","Demand",94.249585
"3095",2006,"Bulgaria","Fossil",21.751
"3096",2006,"Bulgaria","Coal",19.083
"3097",2006,"Bulgaria","Hard Coal",4.796
"3098",2006,"Bulgaria","Lignite",14.287
"3099",2006,"Bulgaria","Gas",2.159
"3100",2006,"Bulgaria","Other fossil",0.509
"3101",2006,"Bulgaria","Nuclear",19.493
"3102",2006,"Bulgaria","Renewables",4.233021
"3103",2006,"Bulgaria","Hydro",4.212974
"3104",2006,"Bulgaria","Wind and solar",0.020047
"3105",2006,"Bulgaria","Wind",0.020047
"3106",2006,"Bulgaria","Solar",0
"3107",2006,"Bulgaria","Bioenergy",0
"3108",2006,"Bulgaria","Other renewables",0
"3109",2006,"Bulgaria","Production",45.477021
"3110",2006,"Bulgaria","Net imports",-7.74299999999999
"3111",2006,"Bulgaria","Demand",37.734021
"3112",2006,"Croatia","Fossil",6.276
"3113",2006,"Croatia","Coal",2.257
"3114",2006,"Croatia","Hard Coal",2.234
"3115",2006,"Croatia","Lignite",0.023
"3116",2006,"Croatia","Gas",2.061
"3117",2006,"Croatia","Other fossil",1.958
"3118",2006,"Croatia","Nuclear",0
"3119",2006,"Croatia","Renewables",6.647
"3120",2006,"Croatia","Hydro",6.617
"3121",2006,"Croatia","Wind and solar",0.019
"3122",2006,"Croatia","Wind",0.019
"3123",2006,"Croatia","Solar",0
"3124",2006,"Croatia","Bioenergy",0.011
"3125",2006,"Croatia","Other renewables",0
"3126",2006,"Croatia","Production",12.923
"3127",2006,"Croatia","Net imports",5.005
"3128",2006,"Croatia","Demand",17.928
"3129",2006,"Cyprus","Fossil",4.651
"3130",2006,"Cyprus","Coal",0
"3131",2006,"Cyprus","Hard Coal",0
"3132",2006,"Cyprus","Lignite",0
"3133",2006,"Cyprus","Gas",0
"3134",2006,"Cyprus","Other fossil",4.651
"3135",2006,"Cyprus","Nuclear",0
"3136",2006,"Cyprus","Renewables",0.001512
"3137",2006,"Cyprus","Hydro",0
"3138",2006,"Cyprus","Wind and solar",0.001357
"3139",2006,"Cyprus","Wind",0.000354999999999999
"3140",2006,"Cyprus","Solar",0.001002
"3141",2006,"Cyprus","Bioenergy",0.000155
"3142",2006,"Cyprus","Other renewables",0
"3143",2006,"Cyprus","Production",4.652512
"3144",2006,"Cyprus","Net imports",0
"3145",2006,"Cyprus","Demand",4.652512
"3146",2006,"Czech Republic","Fossil",54.08756
"3147",2006,"Czech Republic","Coal",49.649
"3148",2006,"Czech Republic","Hard Coal",6.03
"3149",2006,"Czech Republic","Lignite",43.619
"3150",2006,"Czech Republic","Gas",1.567
"3151",2006,"Czech Republic","Other fossil",2.87156
"3152",2006,"Czech Republic","Nuclear",26.046
"3153",2006,"Czech Republic","Renewables",3.518459
"3154",2006,"Czech Republic","Hydro",2.5503
"3155",2006,"Czech Republic","Wind and solar",0.049992
"3156",2006,"Czech Republic","Wind",0.0494
"3157",2006,"Czech Republic","Solar",0.000592
"3158",2006,"Czech Republic","Bioenergy",0.918167
"3159",2006,"Czech Republic","Other renewables",0
"3160",2006,"Czech Republic","Production",83.652019
"3161",2006,"Czech Republic","Net imports",-12.631
"3162",2006,"Czech Republic","Demand",71.021019
"3163",2006,"Denmark","Fossil",36.41
"3164",2006,"Denmark","Coal",24.566
"3165",2006,"Denmark","Hard Coal",24.566
"3166",2006,"Denmark","Lignite",0
"3167",2006,"Denmark","Gas",9.401
"3168",2006,"Denmark","Other fossil",2.443
"3169",2006,"Denmark","Nuclear",0
"3170",2006,"Denmark","Renewables",9.201
"3171",2006,"Denmark","Hydro",0.023
"3172",2006,"Denmark","Wind and solar",6.10999999999999
"3173",2006,"Denmark","Wind",6.108
"3174",2006,"Denmark","Solar",0.002
"3175",2006,"Denmark","Bioenergy",3.068
"3176",2006,"Denmark","Other renewables",0
"3177",2006,"Denmark","Production",45.611
"3178",2006,"Denmark","Net imports",-6.935
"3179",2006,"Denmark","Demand",38.676
"3180",2006,"Estonia","Fossil",9.602
"3181",2006,"Estonia","Coal",0
"3182",2006,"Estonia","Hard Coal",0
"3183",2006,"Estonia","Lignite",0
"3184",2006,"Estonia","Gas",0.539
"3185",2006,"Estonia","Other fossil",9.063
"3186",2006,"Estonia","Nuclear",0
"3187",2006,"Estonia","Renewables",0.129799
"3188",2006,"Estonia","Hydro",0.0135
"3189",2006,"Estonia","Wind and solar",0.076299
"3190",2006,"Estonia","Wind",0.076299
"3191",2006,"Estonia","Solar",0
"3192",2006,"Estonia","Bioenergy",0.04
"3193",2006,"Estonia","Other renewables",0
"3194",2006,"Estonia","Production",9.731799
"3195",2006,"Estonia","Net imports",-0.749999999999999
"3196",2006,"Estonia","Demand",8.981799
"3197",2006,"EU-27","Fossil",1557.708373
"3198",2006,"EU-27","Coal",816.229869
"3199",2006,"EU-27","Hard Coal",478.336816
"3200",2006,"EU-27","Lignite",337.893053
"3201",2006,"EU-27","Gas",541.64984
"3202",2006,"EU-27","Other fossil",199.828664
"3203",2006,"EU-27","Nuclear",914.557
"3204",2006,"EU-27","Renewables",468.560922
"3205",2006,"EU-27","Hydro",311.382272
"3206",2006,"EU-27","Wind and solar",81.25668
"3207",2006,"EU-27","Wind",78.78721
"3208",2006,"EU-27","Solar",2.46947
"3209",2006,"EU-27","Bioenergy",69.842055
"3210",2006,"EU-27","Other renewables",6.079915
"3211",2006,"EU-27","Production",2940.826295
"3212",2006,"EU-27","Net imports",-2.36971
"3213",2006,"EU-27","Demand",2938.456585
"3214",2006,"EU27+1","Fossil",1857.582045
"3215",2006,"EU27+1","Coal",965.079869
"3216",2006,"EU27+1","Hard Coal",627.186816
"3217",2006,"EU27+1","Lignite",337.893053
"3218",2006,"EU27+1","Gas",682.47784
"3219",2006,"EU27+1","Other fossil",210.024336
"3220",2006,"EU27+1","Nuclear",990.007999999999
"3221",2006,"EU27+1","Renewables",486.667304
"3222",2006,"EU27+1","Hydro",315.975026
"3223",2006,"EU27+1","Wind and solar",85.492428
"3224",2006,"EU27+1","Wind",83.012263
"3225",2006,"EU27+1","Solar",2.480165
"3226",2006,"EU27+1","Bioenergy",79.11993
"3227",2006,"EU27+1","Other renewables",6.07992
"3228",2006,"EU27+1","Production",3334.257349
"3229",2006,"EU27+1","Net imports",5.14728999999999
"3230",2006,"EU27+1","Demand",3339.404639
"3231",2006,"Finland","Fossil",36.681681
"3232",2006,"Finland","Coal",16.325
"3233",2006,"Finland","Hard Coal",16.325
"3234",2006,"Finland","Lignite",0
"3235",2006,"Finland","Gas",12.323
"3236",2006,"Finland","Other fossil",8.033681
"3237",2006,"Finland","Nuclear",22.906
"3238",2006,"Finland","Renewables",22.466651
"3239",2006,"Finland","Hydro",11.493691
"3240",2006,"Finland","Wind and solar",0.15902
"3241",2006,"Finland","Wind",0.155641
"3242",2006,"Finland","Solar",0.00337899999999999
"3243",2006,"Finland","Bioenergy",10.8139399999999
"3244",2006,"Finland","Other renewables",0
"3245",2006,"Finland","Production",82.054332
"3246",2006,"Finland","Net imports",11.401
"3247",2006,"Finland","Demand",93.455332
"3248",2006,"France","Fossil",56.902
"3249",2006,"France","Coal",22.889
"3250",2006,"France","Hard Coal",22.889
"3251",2006,"France","Lignite",0
"3252",2006,"France","Gas",21.76
"3253",2006,"France","Other fossil",12.253
"3254",2006,"France","Nuclear",450.191
"3255",2006,"France","Renewables",62.3396449999999
"3256",2006,"France","Hydro",56.3036969999999
"3257",2006,"France","Wind and solar",2.194683
"3258",2006,"France","Wind",2.18257999999999
"3259",2006,"France","Solar",0.012103
"3260",2006,"France","Bioenergy",3.377
"3261",2006,"France","Other renewables",0.464265
"3262",2006,"France","Production",569.432645
"3263",2006,"France","Net imports",-63.341
"3264",2006,"France","Demand",506.091644999999
"3265",2006,"Germany","Fossil",393.7
"3266",2006,"Germany","Coal",289
"3267",2006,"Germany","Hard Coal",137.9
"3268",2006,"Germany","Lignite",151.1
"3269",2006,"Germany","Gas",75.3
"3270",2006,"Germany","Other fossil",29.4
"3271",2006,"Germany","Nuclear",167.4
"3272",2006,"Germany","Renewables",72.5
"3273",2006,"Germany","Hydro",20
"3274",2006,"Germany","Wind and solar",33.6
"3275",2006,"Germany","Wind",31.4
"3276",2006,"Germany","Solar",2.2
"3277",2006,"Germany","Bioenergy",18.9
"3278",2006,"Germany","Other renewables",0
"3279",2006,"Germany","Production",633.6
"3280",2006,"Germany","Net imports",-19.8
"3281",2006,"Germany","Demand",613.8
"3282",2006,"Greece","Fossil",52.5
"3283",2006,"Greece","Coal",32.264
"3284",2006,"Greece","Hard Coal",0
"3285",2006,"Greece","Lignite",32.264
"3286",2006,"Greece","Gas",10.61
"3287",2006,"Greece","Other fossil",9.626
"3288",2006,"Greece","Nuclear",0
"3289",2006,"Greece","Renewables",7.679713
"3290",2006,"Greece","Hydro",5.86484899999999
"3291",2006,"Greece","Wind and solar",1.700739
"3292",2006,"Greece","Wind",1.699353
"3293",2006,"Greece","Solar",0.001386
"3294",2006,"Greece","Bioenergy",0.114124999999999
"3295",2006,"Greece","Other renewables",0
"3296",2006,"Greece","Production",60.179713
"3297",2006,"Greece","Net imports",4.202
"3298",2006,"Greece","Demand",64.381713
"3299",2006,"Hungary","Fossil",20.90443
"3300",2006,"Hungary","Coal",7.002
"3301",2006,"Hungary","Hard Coal",0.352
"3302",2006,"Hungary","Lignite",6.65
"3303",2006,"Hungary","Gas",13.16
"3304",2006,"Hungary","Other fossil",0.742429999999999
"3305",2006,"Hungary","Nuclear",13.461
"3306",2006,"Hungary","Renewables",1.49362
"3307",2006,"Hungary","Hydro",0.185746
"3308",2006,"Hungary","Wind and solar",0.043364
"3309",2006,"Hungary","Wind",0.043364
"3310",2006,"Hungary","Solar",0
"3311",2006,"Hungary","Bioenergy",1.26451
"3312",2006,"Hungary","Other renewables",0
"3313",2006,"Hungary","Production",35.85905
"3314",2006,"Hungary","Net imports",7.207
"3315",2006,"Hungary","Demand",43.06605
"3316",2006,"Ireland","Fossil",24.641
"3317",2006,"Ireland","Coal",5.884
"3318",2006,"Ireland","Hard Coal",5.884
"3319",2006,"Ireland","Lignite",0
"3320",2006,"Ireland","Gas",13.786
"3321",2006,"Ireland","Other fossil",4.971
"3322",2006,"Ireland","Nuclear",0
"3323",2006,"Ireland","Renewables",2.474747
"3324",2006,"Ireland","Hydro",0.724273
